Palabra 1,Palabra 2,Palabra 3,Probabilidad,Posibles soluciones,Conteo de Coincidencias
vichy,forma,tunel,82.17687074829932,"forma, tunel",2
vichy,angel,bruto,82.17687074829932,"angel, bruto",2
rugby,noche,vital,82.17687074829932,"noche, vital",2
chefs,grupo,mitad,82.17687074829932,"grupo, mitad",2
panty,feliz,sudor,82.17687074829932,"feliz, sudor",2
chips,debut,forma,82.17687074829932,"debut, forma",2
rugby,plazo,tenis,82.17687074829932,"plazo, tenis",2
rugby,movil,pesca,82.10884353741497,"movil, pesca",2
brandy,lotes,mucho,82.10884353741497,"lotes, mucho",2
clips,debut,vagon,82.04081632653062,"debut, vagon",2
chuts,feliz,vapor,82.04081632653062,"feliz, vapor",2
brandy,hueso,movil,82.04081632653062,"hueso, movil",2
panty,debil,humor,82.04081632653062,"debil, humor",2
crups,feliz,jabon,82.04081632653062,"feliz, jabon",2
chefs,plazo,tribu,81.97278911564626,"plazo, tribu",2
chefs,bruto,lapiz,81.97278911564626,"bruto, lapiz",2
chips,fruta,joven,81.90476190476191,"fruta, joven",2
brandy,fosil,techo,81.90476190476191,"fosil, techo",2
chuts,bravo,feliz,81.90476190476191,"bravo, feliz",2
clubs,joven,mitad,81.90476190476191,"joven, mitad",2
sprint,fecha,juego,81.83673469387756,"fecha, juego",2
rugby,campo,nivel,81.83673469387755,"campo, nivel",2
chuts,fibra,joven,81.76870748299321,"fibra, joven",2
pymes,ducha,libro,81.7687074829932,"ducha, libro",2
spray,debil,mucho,81.7687074829932,"debil, mucho",2
vichy,multa,poder,81.7687074829932,"multa, poder",2
light,mundo,pesca,81.70068027210885,"mundo, pesca",2
vichy,flota,super,81.70068027210884,"flota, super",2
vichy,justo,pelar,81.70068027210884,"justo, pelar",2
rugby,censo,lapiz,81.63265306122449,"censo, lapiz",2
vichy,borde,multa,81.63265306122449,"borde, multa",2
vichy,debut,moral,81.63265306122449,"debut, moral",2
spray,comun,feliz,81.63265306122449,"comun, feliz",2
pymes,tribu,vagon,81.56462585034014,"tribu, vagon",2
vichy,bruja,lotes,81.56462585034014,"bruja, lotes",2
pymes,fluir,vagon,81.56462585034014,"fluir, vagon",2
sprint,dueño,fecha,81.56462585034014,"dueño, fecha",2
sprint,mucho,queja,81.56462585034014,"mucho, queja",2
vichy,justo,regla,81.56462585034014,"justo, regla",2
brandy,esqui,hotel,81.56462585034014,"esqui, hotel",2
vichy,mundo,pelar,81.56462585034014,"mundo, pelar",2
panty,crudo,feliz,81.56462585034012,"crudo, feliz",2
vichy,segun,tropa,81.49659863945578,"segun, tropa",2
vichy,punto,saber,81.49659863945578,"punto, saber",2
rugby,fecha,listo,81.49659863945578,"fecha, listo",2
brandy,feliz,sucio,81.49659863945578,"feliz, sucio",2
vichy,optar,segun,81.49659863945578,"optar, segun",2
vichy,mundo,regla,81.42857142857143,"mundo, regla",2
pymes,chino,fruta,81.42857142857143,"chino, fruta",2
rugby,islam,joven,81.42857142857143,"islam, joven",2
rugby,noche,pista,81.42857142857143,"noche, pista",2
vichy,album,orden,81.42857142857143,"album, orden",2
vichy,mujer,santo,81.36054421768708,"mujer, santo",2
rugby,noche,vista,81.36054421768708,"noche, vista",2
vichy,fruta,menos,81.36054421768708,"fruta, menos",2
chips,debut,favor,81.36054421768708,"debut, favor",2
films,bruja,pecho,81.29251700680273,"bruja, pecho",2
vichy,señal,tumor,81.29251700680273,"señal, tumor",2
lunch,firme,joyas,81.29251700680273,"firme, joyas",2
vichy,junta,roble,81.29251700680273,"junta, roble",2
vichy,multa,señor,81.29251700680273,"multa, señor",2
vichy,bruja,lento,81.29251700680273,"bruja, lento",2
chefs,bruja,movil,81.22448979591837,"bruja, movil",2
rugby,final,techo,81.22448979591837,"final, techo",2
rugby,feliz,santo,81.15646258503402,"feliz, santo",2
brandy,huevo,siglo,81.15646258503402,"huevo, siglo",2
clips,joven,tumba,81.15646258503402,"joven, tumba",2
brandy,movil,techo,81.15646258503402,"movil, techo",2
brandy,movil,queso,81.15646258503402,"movil, queso",2
brandy,esqui,movil,81.15646258503402,"esqui, movil",2
chips,mujer,vagon,81.156462585034,"mujer, vagon",2
brandy,movil,sueño,81.156462585034,"movil, sueño",2
films,cajon,debut,80.95238095238096,"cajon, debut",2
vichy,pobre,salud,80.95238095238095,"pobre, salud",2
vichy,album,preso,80.95238095238095,"album, preso",2
rugby,final,sexto,80.88435374149661,"final, sexto",2
rugby,islam,pecho,80.8843537414966,"islam, pecho",2
pymes,ducha,grito,80.8843537414966,"ducha, grito",2
pymes,ducha,trigo,80.8843537414966,"ducha, trigo",2
vichy,multa,pobre,80.8843537414966,"multa, pobre",2
vichy,grupo,metal,80.8843537414966,"grupo, metal",2
chips,debut,mayor,80.8843537414966,"debut, mayor",2
pymes,bicho,lugar,80.8843537414966,"bicho, lugar",2
grand,feliz,mucho,80.81632653061224,"feliz, mucho",2
brandy,movil,sexto,80.81632653061224,"movil, sexto",2
vichy,mejor,salud,80.81632653061224,"mejor, salud",2
rugby,clima,joven,80.81632653061224,"clima, joven",2
rugby,costa,feliz,80.81632653061224,"costa, feliz",2
chips,debut,galon,80.81632653061224,"debut, galon",2
vichy,bruto,demas,80.81632653061224,"bruto, demas",2
vichy,mando,super,80.74829931972789,"mando, super",2
vichy,mundo,pesar,80.74829931972789,"mundo, pesar",2
vichy,debut,largo,80.74829931972789,"debut, largo",2
chuts,debil,vagon,80.74829931972789,"debil, vagon",2
chefs,mundo,vital,80.74829931972789,"mundo, vital",2
chefs,lindo,tumba,80.68027210884354,"lindo, tumba",2
vichy,fruta,lejos,80.68027210884354,"fruta, lejos",2
vichy,album,poner,80.68027210884354,"album, poner",2
vichy,madre,punto,80.68027210884354,"madre, punto",2
films,ancho,debut,80.68027210884354,"ancho, debut",2
vichy,mundo,parte,80.68027210884354,"mundo, parte",2
vichy,mundo,saber,80.61224489795919,"mundo, saber",2
vichy,junta,preso,80.61224489795919,"junta, preso",2
vichy,frase,punto,80.61224489795919,"frase, punto",2
pymes,fluir,jabon,80.61224489795919,"fluir, jabon",2
spray,feliz,mundo,80.54421768707483,"feliz, mundo",2
chuts,feliz,mayor,80.54421768707483,"feliz, mayor",2
vichy,orden,tumba,80.54421768707483,"orden, tumba",2
rugby,feliz,tacon,80.54421768707483,"feliz, tacon",2
rugby,lapiz,menos,80.54421768707483,"lapiz, menos",2
rugby,chino,demas,80.54421768707483,"chino, demas",2
rugby,facil,sexto,80.54421768707483,"facil, sexto",2
vichy,debut,norma,80.54421768707483,"debut, norma",2
rugby,mitad,noche,80.47619047619048,"mitad, noche",2
vichy,justo,negar,80.47619047619048,"justo, negar",2
vichy,junta,sobre,80.47619047619048,"junta, sobre",2
brandy,fosil,juego,80.47619047619048,"fosil, juego",2
brandy,pecho,siglo,80.40816326530613,"pecho, siglo",2
brandy,feliz,museo,80.40816326530613,"feliz, museo",2
vichy,brazo,lunes,80.40816326530613,"brazo, lunes",2
vichy,bruto,señal,80.40816326530613,"bruto, señal",2
vichy,lugar,sexto,80.34013605442178,"lugar, sexto",2
brandy,esqui,golpe,80.34013605442178,"esqui, golpe",2
vichy,brazo,tunel,80.34013605442176,"brazo, tunel",2
brandy,fosil,huevo,80.27210884353742,"fosil, huevo",2
brandy,esqui,techo,80.13605442176872,"esqui, techo",2
zincs,golpe,tumba,80.13605442176872,"golpe, tumba",2
rugby,chino,señal,80.1360544217687,"chino, señal",2
henry,justo,lapiz,80.1360544217687,"justo, lapiz",2
vichy,preso,tumba,80.06802721088435,"preso, tumba",2
chips,joven,multa,80.00000000000001,"joven, multa",2
vichy,mujer,plato,80.0,"mujer, plato",2
pymes,grifo,lucha,80.0,"grifo, lucha",2
rugby,pecho,vital,80.0,"pecho, vital",2
chips,doble,junta,79.93197278911565,"doble, junta",2
vichy,justo,madre,79.93197278911565,"justo, madre",2
vichy,datos,mujer,79.93197278911565,"datos, mujer",2
vichy,debut,rasgo,79.93197278911565,"debut, rasgo",2
films,debut,vagon,79.93197278911565,"debut, vagon",2
vichy,doble,fruta,79.8639455782313,"doble, fruta",2
chist,album,joven,79.8639455782313,"album, joven",2
vichy,reloj,tumba,79.8639455782313,"reloj, tumba",2
brandy,mucho,sutil,79.86394557823128,"mucho, sutil",2
brandy,listo,mucho,79.86394557823128,"listo, mucho",2
rugby,joven,pista,79.79591836734694,"joven, pista",2
vichy,poner,tumba,79.79591836734694,"poner, tumba",2
vichy,mujer,plano,79.79591836734694,"mujer, plano",2
vichy,frase,mundo,79.72789115646259,"frase, mundo",2
brandy,fuego,movil,79.72789115646259,"fuego, movil",2
vichy,broma,segun,79.72789115646259,"broma, segun",2
rugby,datos,feliz,79.72789115646259,"datos, feliz",2
pymes,grifo,junta,79.72789115646259,"grifo, junta",2
brandy,juego,movil,79.72789115646258,"juego, movil",2
vichy,galon,mujer,79.65986394557824,"galon, mujer",2
vichy,debut,grano,79.65986394557824,"debut, grano",2
vichy,debut,rango,79.65986394557824,"debut, rango",2
brandy,golpe,justo,79.65986394557824,"golpe, justo",2
vichy,mundo,traje,79.65986394557824,"mundo, traje",2
rugby,fecha,limon,79.59183673469389,"fecha, limon",2
rugby,fecha,lindo,79.59183673469389,"fecha, lindo",2
brandy,fosil,pecho,79.52380952380953,"fosil, pecho",2
brandy,feliz,gesto,79.25170068027211,"feliz, gesto",2
vichy,album,poder,79.25170068027211,"album, poder",2
vichy,justo,padre,79.18367346938776,"justo, padre",2
vichy,justo,pared,79.18367346938776,"justo, pared",2
rugby,pecho,vista,79.18367346938776,"pecho, vista",2
pymes,bicho,fruta,79.1156462585034,"bicho, fruta",2
vichy,fruta,golpe,79.1156462585034,"fruta, golpe",2
vichy,falso,mujer,79.04761904761905,"falso, mujer",2
rugby,facil,joven,79.04761904761905,"facil, joven",2
sprint,doble,mucho,79.04761904761905,"doble, mucho",2
films,junta,pecho,79.04761904761905,"junta, pecho",2
vichy,gasto,mujer,79.04761904761905,"gasto, mujer",2
vichy,flota,mujer,78.9795918367347,"flota, mujer",2
chefs,junta,movil,78.9795918367347,"junta, movil",2
rugby,feliz,vasto,78.91156462585035,"feliz, vasto",2
vichy,junta,poder,78.91156462585035,"junta, poder",2
pymes,bruja,chino,78.91156462585035,"bruja, chino",2
vichy,dejar,punto,78.91156462585035,"dejar, punto",2
vichy,bruja,menos,78.843537414966,"bruja, menos",2
rugby,final,pecho,78.843537414966,"final, pecho",2
chuts,feliz,mando,78.843537414966,"feliz, mando",2
vichy,forma,segun,78.843537414966,"forma, segun",2
stand,feliz,mucho,78.843537414966,"feliz, mucho",2
panty,bicho,mujer,78.843537414966,"bicho, mujer",2
rugby,joven,mitad,78.84353741496598,"joven, mitad",2
brandy,movil,pecho,78.77551020408163,"movil, pecho",2
vichy,album,señor,78.77551020408163,"album, señor",2
vichy,borde,junta,78.77551020408163,"borde, junta",2
brandy,lejos,mucho,78.70748299319727,"lejos, mucho",2
brandy,gesto,mucho,78.70748299319727,"gesto, mucho",2
vichy,debut,salon,78.57142857142857,"debut, salon",2
vichy,ambos,tunel,78.57142857142857,"ambos, tunel",2
brandy,esqui,mucho,78.50340136054422,"esqui, mucho",2
panty,feliz,humor,78.43537414965986,"feliz, humor",2
vichy,junta,señor,78.43537414965986,"junta, señor",2
vichy,demas,grupo,78.43537414965986,"demas, grupo",2
vichy,extra,mundo,78.43537414965986,"extra, mundo",2
vichy,poder,tumba,78.36734693877551,"poder, tumba",2
brandy,exito,mucho,78.36734693877551,"exito, mucho",2
brandy,feliz,hueso,78.36734693877551,"feliz, hueso",2
rugby,mitad,pecho,78.29931972789116,"mitad, pecho",2
vichy,justo,pegar,78.29931972789116,"justo, pegar",2
vichy,debut,gramo,78.2312925170068,"debut, gramo",2
brandy,justo,movil,78.23129251700679,"justo, movil",2
vichy,bruja,gesto,78.16326530612245,"bruja, gesto",2
spray,feliz,mucho,78.16326530612245,"feliz, mucho",2
vichy,mundo,pegar,78.16326530612245,"mundo, pegar",2
vichy,jabon,super,78.09523809523809,"jabon, super",2
rugby,lapiz,techo,78.09523809523809,"lapiz, techo",2
vichy,junta,pobre,78.02721088435375,"junta, pobre",2
vichy,grupo,señal,78.02721088435374,"grupo, señal",2
rugby,lapiz,noche,77.89115646258503,"lapiz, noche",2
vichy,señor,tumba,77.89115646258503,"señor, tumba",2
rugby,feliz,mando,77.82312925170069,"feliz, mando",2
vichy,plato,segun,77.82312925170068,"plato, segun",2
vichy,debut,razon,77.82312925170068,"debut, razon",2
rugby,lapiz,sexto,77.75510204081633,"lapiz, sexto",2
brandy,esqui,pecho,77.75510204081633,"esqui, pecho",2
chips,debut,vagon,77.48299319727892,"debut, vagon",2
brandy,feliz,techo,77.48299319727892,"feliz, techo",2
brandy,feliz,sueño,77.48299319727892,"feliz, sueño",2
brandy,feliz,queso,77.48299319727892,"feliz, queso",2
chips,album,joven,77.48299319727892,"album, joven",2
pymes,ducha,grifo,77.48299319727892,"ducha, grifo",2
vichy,debut,forma,77.34693877551021,"debut, forma",2
rugby,fecha,movil,77.34693877551021,"fecha, movil",2
films,ducha,joven,77.3469387755102,"ducha, joven",2
brandy,mucho,siglo,77.3469387755102,"mucho, siglo",2
chuts,joven,lapiz,77.27891156462586,"joven, lapiz",2
rugby,feliz,vamos,77.27891156462586,"feliz, vamos",2
rugby,cajon,feliz,77.14285714285715,"cajon, feliz",2
chuts,feliz,vagon,77.14285714285715,"feliz, vagon",2
brandy,feliz,sexto,77.14285714285715,"feliz, sexto",2
brandy,golpe,mucho,77.14285714285714,"golpe, mucho",2
brandy,mucho,viejo,77.14285714285714,"mucho, viejo",2
brandy,justo,pecho,77.07482993197279,"justo, pecho",2
sprint,album,fecha,77.00680272108843,"album, fecha",2
vichy,brazo,segun,77.00680272108843,"brazo, segun",2
panty,debil,mucho,76.93877551020408,"debil, mucho",2
vichy,justo,panel,76.93877551020408,"justo, panel",2
rugby,ancho,feliz,76.87074829931973,"ancho, feliz",2
vichy,angel,justo,76.80272108843538,"angel, justo",2
vichy,flota,segun,76.80272108843538,"flota, segun",2
rugby,campo,feliz,76.73469387755102,"campo, feliz",2
vichy,bruja,golpe,76.59863945578232,"bruja, golpe",2
brandy,mucho,sexto,76.59863945578232,"mucho, sexto",2
chips,joven,tumba,76.59863945578232,"joven, tumba",2
brandy,fosil,mucho,76.4625850340136,"fosil, mucho",2
chefs,lapiz,mundo,76.4625850340136,"lapiz, mundo",2
rugby,joven,lapiz,76.25850340136054,"joven, lapiz",2
vichy,album,gesto,76.25850340136054,"album, gesto",2
chuts,feliz,jabon,76.1904761904762,"feliz, jabon",2
vichy,demas,punto,76.19047619047619,"demas, punto",2
vichy,debut,plano,76.12244897959184,"debut, plano",2
vichy,bruja,sexto,76.05442176870748,"bruja, sexto",2
brandy,feliz,juego,76.05442176870748,"feliz, juego",2
vichy,debut,galon,75.98639455782313,"debut, galon",2
brandy,feliz,huevo,75.85034013605443,"feliz, huevo",2
vichy,punto,señal,75.78231292517007,"punto, señal",2
vichy,mujer,plazo,75.64625850340136,"mujer, plazo",2
vichy,lejos,tumba,75.37414965986395,"lejos, tumba",2
vichy,debut,falso,75.37414965986395,"debut, falso",2
brandy,feliz,pecho,75.10204081632654,"feliz, pecho",2
vichy,doble,junta,75.10204081632652,"doble, junta",2
vichy,mundo,señal,74.89795918367346,"mundo, señal",2
vichy,golpe,junta,74.35374149659864,"golpe, junta",2
pymes,bicho,junta,74.35374149659864,"bicho, junta",2
vichy,album,sexto,74.14965986394559,"album, sexto",2
vichy,golpe,tumba,73.80952380952381,"golpe, tumba",2
vichy,plazo,segun,73.46938775510205,"plazo, segun",2
panty,feliz,mucho,73.33333333333333,"feliz, mucho",2
vichy,debut,plazo,71.97278911564625,"debut, plazo",2
crups,dante,movil,90.0,movil,1
crups,daten,movil,90.0,movil,1
crups,denta,movil,90.0,movil,1
clips,dumen,votar,90.0,votar,1
creps,movil,tunad,90.0,movil,1
creps,movil,tunda,90.0,movil,1
creps,movil,untad,90.0,movil,1
creps,multa,vidon,90.0,multa,1
sprint,celda,muevo,90.0,celda,1
clips,adven,tumor,90.0,tumor,1
crups,domen,vital,90.0,vital,1
volts,cunde,prima,90.0,prima,1
sprint,dulce,malvo,90.0,dulce,1
sprint,mocad,vuelo,90.0,vuelo,1
volts,cunde,impar,90.0,impar,1
corps,muden,vital,90.0,vital,1
corps,multa,vendi,90.0,multa,1
corps,multa,venid,90.0,multa,1
corps,mutad,nivel,90.0,nivel,1
sprint,amove,dulce,90.0,dulce,1
corps,dumen,vital,90.0,vital,1
clips,nevad,tumor,90.0,tumor,1
volts,crema,pudin,90.0,crema,1
volts,crema,punid,90.0,crema,1
clips,mundo,vetar,90.0,mundo,1
sprint,cueva,modal,90.0,cueva,1
clips,mundo,vater,90.0,mundo,1
clips,tumor,vedan,90.0,tumor,1
clips,tumor,venda,90.0,tumor,1
sprint,cueva,molad,90.0,cueva,1
sprint,cueva,molda,90.0,cueva,1
sprint,cueva,molde,90.0,cueva,1
sprint,cueva,moled,90.0,cueva,1
clips,muden,votar,90.0,votar,1
prest,cunad,movil,90.0,movil,1
cents,drupa,movil,90.0,movil,1
crups,monde,vital,90.0,vital,1
cents,movil,pudra,90.0,movil,1
crups,metal,vidon,90.0,metal,1
crups,mitad,novel,90.0,mitad,1
crups,mitad,velon,90.0,mitad,1
prest,cunda,movil,90.0,movil,1
crups,limon,vetad,90.0,limon,1
crups,latin,moved,90.0,latin,1
crups,nivel,tomad,90.0,nivel,1
sport,dulce,migan,89.93197278911565,dulce,1
clips,ronda,tumbe,89.93197278911565,ronda,1
sprint,acedo,album,89.93197278911565,album,1
clips,ronde,tumba,89.93197278911565,tumba,1
sport,dulce,giman,89.93197278911565,dulce,1
blocs,input,madre,89.93197278911565,madre,1
clubs,dento,prima,89.93197278911565,prima,1
clips,rendo,tumba,89.93197278911565,tumba,1
clubs,dento,impar,89.93197278911565,impar,1
sport,dulce,magin,89.93197278911565,dulce,1
sprint,comba,dulce,89.93197278911565,dulce,1
clubs,mando,tripe,89.93197278911565,mando,1
sport,dulce,nimba,89.93197278911565,dulce,1
sport,dulce,minga,89.93197278911565,dulce,1
clubs,menor,pitad,89.93197278911565,menor,1
clubs,madre,piton,89.93197278911565,madre,1
clubs,madre,pinto,89.93197278911565,madre,1
blocs,prima,tunde,89.93197278911565,prima,1
clubs,impon,tarde,89.93197278911565,tarde,1
clubs,dimen,optar,89.93197278911565,optar,1
clubs,dimen,tropa,89.93197278911565,tropa,1
blocs,madre,tupin,89.93197278911565,madre,1
sport,album,dicen,89.93197278911565,album,1
clubs,doten,impar,89.93197278911565,impar,1
clubs,doten,prima,89.93197278911565,prima,1
clips,donar,tumbe,89.93197278911565,donar,1
clips,doren,tumba,89.93197278911565,tumba,1
clips,debut,moran,89.93197278911565,debut,1
clips,deban,tumor,89.93197278911565,tumor,1
sprint,dulce,guamo,89.93197278911565,dulce,1
clips,berta,mundo,89.93197278911565,mundo,1
clips,debut,maron,89.93197278911565,debut,1
sprint,dulce,lambo,89.93197278911565,dulce,1
sprint,dulce,lomba,89.93197278911565,dulce,1
clips,debut,monra,89.93197278911565,debut,1
sprint,dulce,omega,89.93197278911565,dulce,1
clips,debut,ramon,89.93197278911565,debut,1
clips,debut,roman,89.93197278911565,debut,1
cents,broma,pulid,89.93197278911565,broma,1
clips,droga,muten,89.93197278911565,droga,1
clips,dreno,tumba,89.93197278911565,tumba,1
cents,damil,grupo,89.93197278911565,grupo,1
cents,gramo,pulid,89.93197278911565,gramo,1
clips,borde,mutan,89.93197278911565,borde,1
clips,broma,tunde,89.93197278911565,broma,1
sprint,doble,mueca,89.93197278911565,doble,1
clips,bruto,mande,89.93197278911565,bruto,1
clips,bruto,menad,89.93197278911565,bruto,1
clips,bruto,menda,89.93197278911565,bruto,1
sprint,dogma,dulce,89.93197278911565,dulce,1
clips,mugad,norte,89.93197278911565,norte,1
sprint,cumba,doble,89.93197278911565,doble,1
clips,mando,turbe,89.93197278911565,mando,1
clips,negad,tumor,89.93197278911565,tumor,1
blocs,impar,tunde,89.93197278911565,impar,1
clips,mundo,trabe,89.93197278911565,mundo,1
sprint,acode,album,89.93197278911565,album,1
cents,grupo,limad,89.93197278911565,grupo,1
clips,armon,debut,89.93197278911565,debut,1
clips,baden,tumor,89.93197278911565,tumor,1
clips,grado,muten,89.93197278911565,grado,1
bruts,clima,depon,89.93197278911565,clima,1
bruts,clima,dopen,89.93197278911565,clima,1
bruts,clima,pendo,89.93197278911565,clima,1
bruts,clima,poden,89.93197278911565,clima,1
bruts,clima,poned,89.93197278911565,clima,1
clips,gramo,tunde,89.93197278911565,gramo,1
clips,grate,mundo,89.93197278911565,mundo,1
creps,bulon,mitad,89.93197278911565,mitad,1
creps,digno,multa,89.93197278911565,multa,1
